tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min
2025-09-01,32.851997,24.252,0.9,3,14.336861,144.46223,21.2616,27.891584,74.083336,40.208332,1006.3892,30.239998,144.46223,91.0,50.0,100.0,0.0,13.905,6.213839,3.6,1.9386592,1008.109,1003.963
2025-09-02,33.552,24.752,0.0,0,17.727943,123.690094,21.3624,28.2895,68.541664,37.5,1006.7421,35.28,123.690094,86.0,45.0,100.0,0.0,16.859999,7.727409,3.96,1.8,1008.7253,1003.9838
2025-09-03,35.202,24.052,0.0,0,21.900904,161.56496,23.6808,28.454084,66.958336,37.5,1007.2338,43.92,161.56496,86.0,37.0,97.0,0.0,18.644999,8.613396,3.2399998,1.835647,1009.32794,1004.7778
2025-09-04,33.901997,24.202,0.0,0,16.58346,180.0,22.8348,28.366583,71.291664,41.541668,1006.8924,34.92,180.0,87.0,44.0,100.0,0.0,15.21,6.6192055,1.8,0.8049845,1009.22955,1004.37354
2025-09-05,32.651997,24.602,5.9,9,12.964998,216.86998,19.7352,27.897833,77.666664,66.125,1007.31586,28.44,216.86998,91.0,56.0,100.0,32.0,11.024999,4.2846265,3.2399998,0.8049845,1009.3026,1005.2521
2025-09-06,32.151997,24.752,5.2,11,11.879999,7.59456,19.6632,27.631166,76.041664,80.958336,1007.9239,26.64,7.59456,90.0,52.0,100.0,28.0,11.415,4.1518216,3.2399998,0.35999998,1009.7411,1005.9522
2025-09-07,32.002,24.402,0.4,0,7.6367526,188.13002,20.6892,27.827002,71.666664,72.833336,1007.52704,17.64,188.13002,90.0,53.0,100.0,34.0,8.37,3.2190697,2.52,0.35999998,1009.80365,1005.06305
2025-09-08,33.651997,24.652,0.3,0,12.661564,188.13002,22.1832,28.345749,71.5,69.916664,1007.4365,28.44,188.13002,88.0,46.0,100.0,33.0,12.179999,4.956371,4.68,0.71999997,1009.32983,1004.87396
2025-09-09,32.552,24.902,2.9,6,10.538843,163.30067,20.4444,28.0395,76.5,82.333336,1007.8532,23.039999,163.30067,92.0,51.0,100.0,36.0,11.054999,3.9855087,2.8799999,0.5091169,1009.9281,1005.0596
2025-09-10,32.702,24.652,8.3,11,11.440978,161.56496,19.0908,27.699915,80.041664,87.083336,1007.0813,28.44,161.56496,93.0,58.0,100.0,50.0,13.785,4.6541734,2.16,0.35999998,1009.0279,1004.2609
2025-09-11,32.302,24.752,6.8,11,9.028754,333.43503,18.4392,27.441584,79.666664,91.916664,1007.15356,19.8,333.43503,90.0,56.0,100.0,65.0,11.16,4.228583,5.04,1.08,1009.297,1004.9447
2025-09-12,32.802,24.902,18.1,7,12.10157,90.0,17.9316,27.568666,81.125,95.791664,1007.7072,24.48,90.0,92.0,56.0,100.0,67.0,9.2699995,3.435912,2.16,0.5091169,1009.4995,1004.8532
2025-09-13,33.401997,24.852,0.9,2,10.538843,198.43504,22.3956,28.229082,74.416664,58.75,1008.05444,21.599998,198.43504,92.0,49.0,100.0,0.0,9.45,3.9163103,3.2399998,0.35999998,1010.02435,1005.67786
2025-09-14,34.052,24.102,1.7,2,14.689589,135.0001,23.2848,28.204084,73.208336,83.583336,1007.9003,29.88,135.0001,92.0,45.0,100.0,32.0,13.3949995,5.8374686,2.8799999,1.484318,1009.90686,1005.0838
2025-09-15,33.101997,25.452,0.4,0,12.015589,144.46223,20.1996,28.568666,70.458336,75.791664,1007.7586,25.919998,144.46223,85.0,48.0,100.0,4.0,12.57,5.336874,5.3999996,2.1897945,1010.0313,1005.0648
2025-09-16,32.651997,24.902,15.9,10,11.113451,224.9999,18.6552,27.993668,75.75,90.666664,1007.6907,24.48,224.9999,87.0,54.0,100.0,33.0,11.61,4.5566664,3.96,1.0182338,1009.8338,1005.2542
2025-09-17,32.101997,24.702,17.9,14,12.7279215,360.0,19.1808,27.579084,79.083336,90.416664,1007.88605,27.72,360.0,93.0,62.0,100.0,39.0,11.655,4.386978,3.2399998,0.5091169,1010.2987,1005.25635
2025-09-18,31.102,24.602,0.3,0,8.759178,206.56499,18.8424,27.720749,78.375,88.166664,1007.742,18.359999,206.56499,92.0,61.0,100.0,44.0,10.365,4.391648,2.16,0.8049845,1010.1151,1004.9617
2025-09-19,32.202,25.202,8.599999,7,10.464798,218.65984,18.8604,27.679083,81.333336,91.25,1007.8497,26.28,218.65984,92.0,59.0,100.0,58.0,17.385,4.4381976,6.12,0.8049845,1009.9098,1005.6426
2025-09-20,31.102,25.152,3.6000001,4,15.745627,213.6901,17.4168,27.506166,81.25,96.0,1007.63617,37.44,213.6901,93.0,59.0,100.0,39.0,16.905,6.5625434,2.8799999,1.2979984,1009.82587,1005.94366
2025-09-21,32.202,24.552,6.6,8,11.212135,224.9999,20.9376,27.670752,83.291664,79.791664,1008.0573,26.64,224.9999,98.0,61.0,100.0,51.0,13.424999,5.0660377,3.2399998,1.2979984,1010.22473,1005.9468
2025-09-22,34.202,24.552,2.3,5,13.797912,90.0,24.2316,28.362417,78.166664,62.666668,1007.1167,29.519999,90.0,96.0,50.0,100.0,0.0,13.275001,5.411856,3.2399998,0.0,1008.9152,1003.5692
2025-09-23,33.202,25.002,0.2,1,11.928989,180.0,22.6404,28.362417,77.166664,89.833336,1007.24976,26.28,180.0,90.0,55.0,100.0,42.0,12.66,5.0595555,2.52,1.1384199,1009.81195,1003.97
2025-09-24,34.002,24.702,0.9,1,10.799999,180.0,23.9472,28.7145,71.916664,70.75,1006.3599,23.759998,180.0,89.0,46.0,100.0,11.0,8.88,3.1866207,2.8799999,0.5091169,1008.5183,1003.37164
2025-09-25,33.151997,24.552,9.5,7,11.792404,172.87508,21.8988,28.204084,73.625,68.041664,1006.97406,25.56,172.87508,86.0,54.0,100.0,21.0,10.634999,3.8667915,3.96,1.08,1009.7031,1004.66156
2025-09-26,34.401997,24.502,6.7,6,12.324414,180.0,23.9544,28.318666,74.0,62.666668,1007.5525,25.56,180.0,90.0,46.0,100.0,13.0,12.495,4.7885575,2.52,1.2979984,1009.7271,1004.09235
2025-09-27,33.702,25.652,2.2,4,13.18308,125.537766,21.7836,28.7895,73.666664,87.666664,1007.0795,27.0,125.537766,87.0,50.0,100.0,60.0,13.245,5.641655,3.6,1.9386592,1009.3362,1004.4864
2025-09-28,33.601997,25.702,0.8,2,16.267857,146.3099,22.428,29.085333,72.25,73.416664,1007.02,37.44,146.3099,89.0,51.0,92.0,43.0,17.295,7.0130806,2.8799999,1.484318,1009.4423,1004.0725
2025-09-29,34.302,25.352,18.1,6,12.57426,106.699326,19.314,28.231165,77.458336,85.041664,1007.7138,27.72,106.699326,90.0,47.0,100.0,48.0,13.709999,5.04894,4.32,1.484318,1009.62933,1005.3587
2025-09-30,32.952,25.202,11.3,8,10.308831,90.0,19.314,27.99575,77.125,91.416664,1007.14233,23.759998,90.0,90.0,53.0,100.0,70.0,10.5,3.4576914,2.52,0.5091169,1008.80255,1005.1797
2025-10-01,32.452,24.752,6.5,8,14.77755,243.43501,19.6416,27.856165,78.583336,85.0,1006.8709,32.039997,243.43501,94.0,57.0,100.0,48.0,15.089999,6.021544,2.16,0.8049845,1008.9285,1004.4512
2025-10-02,29.952,25.502,8.6,13,11.792404,270.0,13.2552,27.260332,82.666664,96.916664,1008.3566,28.44,270.0,91.0,70.0,100.0,57.0,13.305,4.378334,1.08,0.35999998,1010.50073,1006.4037
2025-10-03,33.851997,24.352,0.0,0,10.195057,165.96373,21.4884,28.295748,73.75,83.458336,1008.6823,20.519999,165.96373,92.0,49.0,100.0,0.0,8.655,3.7056608,2.52,0.5091169,1010.60126,1005.88617
2025-10-04,34.802,24.302,2.9,2,14.044615,210.96368,24.174,28.577002,76.0,74.041664,1008.7307,29.519999,210.96368,93.0,46.0,100.0,10.0,10.755,4.315651,3.2399998,1.2979984,1010.5337,1006.19446
2025-10-05,32.802,25.602,7.8999996,6,12.10157,180.0,19.3932,28.024918,78.666664,91.75,1008.89996,26.64,180.0,91.0,57.0,100.0,42.0,12.405,5.036762,3.96,1.0182338,1010.4019,1006.5498
2025-10-06,33.502,25.202,0.3,1,15.990646,146.3099,21.7008,28.641584,72.875,94.916664,1008.5943,37.8,146.3099,90.0,51.0,100.0,39.0,14.294999,5.9908996,3.2399998,0.71999997,1010.61176,1005.97266
2025-10-07,33.101997,25.002,11.8,10,10.829958,224.9999,21.3984,27.69575,79.875,71.916664,1009.7774,28.8,224.9999,93.0,55.0,100.0,36.0,16.215,4.575268,5.04,1.1384199,1011.89087,1007.6475
2025-10-08,33.202,24.352,12.8,6,9.793058,243.43501,24.264,27.941584,78.25,58.125,1008.5874,21.96,243.43501,95.0,53.0,100.0,24.0,10.155,4.1591206,2.8799999,1.2979984,1011.10944,1005.15924
2025-10-09,33.601997,24.852,0.90000004,1,13.450708,135.0001,24.6996,28.229082,73.75,38.125,1007.7885,28.44,135.0001,91.0,49.0,100.0,0.0,11.804999,4.821713,3.2399998,1.609969,1009.60016,1005.1677
2025-10-10,33.702,24.352,1.0,3,13.910169,180.0,24.6924,28.1645,71.958336,55.416668,1007.5967,28.8,180.0,87.0,47.0,100.0,0.0,12.555,4.933455,3.2399998,1.4399999,1009.7144,1004.7639
2025-10-11,33.202,25.352,0.90000004,2,10.739833,135.0001,23.7528,28.595749,71.541664,64.833336,1007.2188,24.48,135.0001,86.0,48.0,100.0,18.0,14.07,5.446591,3.96,1.8,1009.6334,1004.26624
2025-10-12,34.002,25.002,1.3,2,13.53236,218.65984,23.9652,28.893667,71.666664,53.0,1006.57367,32.760002,218.65984,88.0,47.0,100.0,0.0,12.93,4.9960713,2.52,0.8049845,1008.64075,1003.96625
2025-10-13,33.601997,25.752,9.8,10,12.738099,8.426887,21.3336,28.597834,78.0,85.791664,1006.5708,33.839996,8.426887,90.0,57.0,100.0,54.0,18.675,4.673057,2.8799999,1.0182338,1008.64014,1003.8696
2025-10-14,34.101997,25.552,2.4,4,13.044722,108.43504,22.2336,29.0395,76.333336,80.166664,1005.2373,34.2,108.43504,93.0,51.0,100.0,42.0,13.845,4.5918083,1.4399999,0.0,1007.3405,1002.7782
2025-10-15,33.151997,26.602,1.4,2,14.021525,149.03632,21.9564,29.247833,75.041664,66.625,1003.91,35.64,149.03632,89.0,58.0,86.0,39.0,19.875,6.0437083,4.32,1.8,1006.2469,1001.0893
2025-10-16,34.952,26.302,7.3,8,15.379206,18.435053,19.8612,28.806168,78.5,91.375,1003.835,36.0,18.435053,91.0,50.0,100.0,54.0,17.715,4.7867007,2.52,1.08,1005.73157,1000.9768
2025-10-17,34.952,25.802,11.099999,8,14.77755,224.9999,21.906,29.054083,76.208336,84.291664,1004.7016,30.960001,224.9999,94.0,49.0,100.0,37.0,13.29,4.5388494,1.08,0.0,1006.81885,1001.88544
2025-10-18,33.851997,25.702,3.7,7,10.853866,135.0001,21.9384,28.741583,76.333336,75.083336,1004.1709,24.84,135.0001,90.0,50.0,100.0,5.0,11.595,4.055821,4.68,1.5273507,1006.43243,1001.47186
2025-10-19,32.452,25.502,0.9,2,10.483357,11.76827,21.4056,28.68325,77.25,65.291664,1003.1941,25.919998,11.76827,93.0,60.0,94.0,30.0,13.709999,5.062883,2.8799999,1.2979984,1005.2369,1000.6849
2025-10-20,33.552,25.802,0.7,0,10.1376915,180.0,21.0996,29.00825,72.791664,89.458336,1003.56696,22.319998,180.0,88.0,52.0,100.0,49.0,11.084999,4.179935,2.16,1.08,1005.72095,1000.7856
