tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min
2025-09-01,32.7615,22.9615,0.8,2,13.896187,161.56496,21.3228,27.303167,75.291664,40.541668,1002.2075,28.44,161.56496,95.0,50.0,96.0,0.0,12.81,5.9635777,4.32,2.2768397,1003.96216,999.52704
2025-09-02,33.1115,23.761501,0.0,0,18.72,119.74479,22.0644,27.646917,69.708336,33.958332,1002.58795,36.36,119.74479,88.0,46.0,100.0,0.0,16.815,7.9426236,4.68,2.4149535,1004.5997,999.9414
2025-09-03,34.8115,22.761501,0.0,0,22.427162,164.05453,24.3972,27.796915,68.833336,35.333332,1003.07935,43.56,164.05453,92.0,37.0,89.0,0.0,18.449999,8.825311,3.96,2.16,1005.11066,1000.5347
2025-09-04,33.9115,23.2115,0.0,0,17.25373,90.0,23.292,27.93025,72.041664,41.875,1002.7187,33.48,90.0,92.0,42.0,100.0,0.0,14.565,6.473598,1.4399999,0.35999998,1005.01135,1000.0533
2025-09-05,32.5115,24.3115,9.2,9,13.493999,201.80147,19.9476,27.611502,78.375,74.25,1003.1294,29.88,201.80147,93.0,55.0,100.0,48.0,11.055,4.321678,2.16,0.8049845,1005.14404,1001.0668
2025-09-06,31.8115,24.1615,5.5,10,12.7279215,4.398633,20.0232,27.30525,76.5,78.125,1003.7344,27.0,4.398633,92.0,51.0,100.0,24.0,11.655,4.5206237,2.8799999,1.484318,1005.6377,1001.7653
2025-09-07,31.4115,23.8115,0.5,2,8.311245,180.0,21.0996,27.34275,72.708336,74.916664,1003.33813,17.64,180.0,89.0,56.0,100.0,27.0,8.955,3.583721,3.6,1.484318,1005.54724,1000.79913
2025-09-08,33.2615,23.9615,1.4000001,5,13.849476,186.3401,22.7592,27.88025,71.458336,67.208336,1003.2845,28.08,186.3401,87.0,44.0,100.0,36.0,12.09,4.8351917,4.32,0.0,1005.20996,1000.54974
2025-09-09,32.3615,24.2115,4.9,8,11.165805,198.43504,20.6568,27.567749,77.333336,85.125,1003.6826,24.48,198.43504,94.0,51.0,100.0,33.0,10.919999,3.7768705,3.6,0.5091169,1005.8009,1000.97437
2025-09-10,32.6615,24.011501,13.9,11,12.783802,198.43504,19.278,27.271917,80.833336,86.708336,1002.91034,27.359999,198.43504,95.0,55.0,100.0,46.0,13.245,4.7150683,2.52,0.35999998,1004.9061,999.97797
2025-09-11,31.6115,24.4115,10.1,15,8.217153,206.56499,18.558,27.044832,80.875,94.291664,1002.97125,17.28,206.56499,92.0,59.0,100.0,72.0,9.78,3.8420336,2.8799999,1.0182338,1005.1356,1000.7501
2025-09-12,32.2615,24.4615,18.300001,10,10.195057,255.96373,18.2844,27.0115,82.5,93.791664,1003.566,20.519999,255.96373,94.0,57.0,100.0,57.0,9.54,3.695509,2.52,1.08,1005.3315,1000.7664
2025-09-13,32.5615,24.4115,0.4,1,11.252519,23.198618,22.5324,27.878166,75.375,54.208332,1003.8804,21.96,23.198618,93.0,53.0,100.0,0.0,9.12,3.8607018,2.16,0.71999997,1005.79724,1001.5243
2025-09-14,33.1615,23.6115,2.8000002,3,11.304229,165.96373,23.1336,27.892752,72.208336,84.791664,1003.73975,23.039999,165.96373,93.0,45.0,100.0,24.0,12.6449995,5.6219482,2.8799999,1.484318,1005.66223,1000.9458
2025-09-15,32.7615,24.9615,0.2,0,12.904882,156.0375,20.9448,28.257334,70.875,79.25,1003.58325,25.919998,156.0375,86.0,49.0,100.0,5.0,11.954999,5.112723,5.04,1.609969,1005.81616,1000.6306
2025-09-16,32.461502,24.4115,27.6,10,12.10157,206.56499,18.8172,27.5615,76.458336,91.625,1003.5254,24.84,206.56499,89.0,54.0,100.0,35.0,10.95,4.4772377,4.32,0.35999998,1005.62354,1000.9709
2025-09-17,32.6615,24.3115,18.6,14,13.75558,90.0,19.26,27.194834,80.0,92.125,1003.6904,29.16,90.0,93.0,56.0,100.0,47.0,10.995,4.21817,2.52,0.8049845,1006.1344,1001.0681
2025-09-18,30.5615,24.1615,0.5,0,9.028754,57.264786,18.9252,27.2115,80.166664,88.25,1003.5957,18.359999,57.264786,93.0,63.0,100.0,64.0,10.29,4.591005,2.16,0.8049845,1005.87756,1000.9769
2025-09-19,31.911499,24.6615,9.400001,9,11.159999,260.53775,18.8532,27.326082,81.291664,85.791664,1003.6729,26.28,260.53775,92.0,58.0,100.0,36.0,15.345,4.2631445,5.7599998,0.8049845,1005.7603,1001.5431
2025-09-20,30.8115,24.761501,2.8,4,16.071491,59.03632,17.8596,27.090668,82.5,94.625,1003.4895,38.16,59.03632,95.0,60.0,100.0,44.0,16.859999,6.8604465,2.52,1.2979984,1005.7039,1001.8482
2025-09-21,31.8115,24.261501,4.5,7,11.183201,206.56499,20.934,27.384417,83.125,77.041664,1003.8728,26.64,206.56499,98.0,62.0,100.0,35.0,12.465,4.718652,2.8799999,1.2979984,1005.997,1001.76184
2025-09-22,33.711502,23.9615,3.8999999,4,11.212135,5.527458,24.6276,28.119835,78.125,68.666664,1002.9673,21.96,5.527458,97.0,50.0,100.0,0.0,11.744999,4.9068108,3.2399998,0.8049845,1004.7782,999.17096
2025-09-23,33.3115,24.7115,0.3,1,13.004921,90.0,22.752,28.038584,77.125,90.541664,1003.0649,27.359999,90.0,93.0,53.0,100.0,52.0,12.2699995,5.085445,2.8799999,0.8049845,1005.5664,999.7231
2025-09-24,33.3615,24.2115,0.7,2,8.161764,116.56499,24.3072,28.253166,72.166664,68.916664,1002.23016,18.0,116.56499,88.0,49.0,100.0,15.0,7.9799995,3.1478722,2.8799999,1.1384199,1004.3856,999.2326
2025-09-25,32.8115,24.1115,9.2,8,12.224107,180.0,22.0392,27.767752,74.25,68.5,1002.80615,26.28,180.0,86.0,54.0,100.0,16.0,10.005,3.459422,3.6,0.71999997,1005.5425,1000.41
2025-09-26,33.9115,24.1615,6.7,7,7.928178,72.47434,24.0912,28.142752,73.291664,64.083336,1003.36914,17.28,72.47434,93.0,46.0,100.0,12.0,10.485,3.9682274,2.16,0.8049845,1005.6059,999.76447
2025-09-27,33.2615,25.1615,2.1000001,3,12.475961,108.43504,21.942,28.36775,74.166664,88.708336,1002.9321,25.919998,108.43504,90.0,50.0,100.0,64.0,12.825,5.717299,3.96,1.835647,1005.2264,1000.33276
2025-09-28,33.1115,24.9115,0.8,2,17.447933,123.690094,23.0868,28.5615,72.875,73.166664,1002.88715,36.36,123.690094,87.0,50.0,96.0,39.0,16.664999,7.045138,2.16,0.35999998,1005.2418,1000.0084
2025-09-29,34.0615,25.011501,24.2,7,13.009903,248.19853,19.6704,27.757334,78.458336,84.875,1003.53,28.44,248.19853,92.0,47.0,100.0,51.0,14.28,4.7885785,3.96,1.2979984,1005.4552,1001.18585
2025-09-30,32.5115,24.4115,10.8,8,9.72,71.564964,19.26,27.596916,78.0,89.625,1002.95526,22.68,71.564964,94.0,53.0,100.0,48.0,8.445,2.9947128,2.16,0.0,1004.6464,1000.9228
2025-10-01,31.911499,24.2115,5.8,10,15.379206,90.0,19.7712,27.3865,79.791664,83.916664,1002.727,31.319998,90.0,96.0,58.0,100.0,53.0,14.549999,6.036322,2.8799999,1.1384199,1004.8068,1000.2819
2025-10-02,30.1615,24.9615,8.4,11,12.783802,63.435013,14.2488,26.982332,82.458336,97.291664,1004.1572,28.8,63.435013,92.0,67.0,100.0,67.0,13.3949995,4.77274,1.4399999,0.5091169,1006.3415,1002.1474
2025-10-03,33.4115,23.9115,0.0,0,7.9932966,146.3099,21.276,28.038584,73.458336,83.708336,1004.4961,15.119999,146.3099,94.0,49.0,100.0,18.0,7.155,2.9947135,1.8,0.71999997,1006.44806,1001.7471
2025-10-04,34.3115,23.9615,1.7,2,13.363711,180.0,24.03,28.196917,75.166664,73.625,1004.5454,27.0,180.0,93.0,46.0,100.0,7.0,10.17,4.0814514,2.16,1.2979984,1006.32104,1001.8672
